ID,Town,County,Country
12962,Eòlaigearraidh,Na h-Eileanan an Iar,Scotland
12963,Eòropaidh,Na h-Eileanan an Iar,Scotland
12964,Epney,Gloucestershire,England
12965,Epperstone,Nottinghamshire,England
12966,Epping,Essex,England
12967,Epping Green,Hertfordshire,England
12968,Epping Green,Essex,England
12969,Epping Upland,Essex,England
12970,Eppleby,North Yorkshire,England
12971,Eppleworth,East Riding of Yorkshire,England
12972,Epsom,Surrey,England
12973,Epwell,Oxfordshire,England
12974,Epworth,Lincolnshire,England
12975,Epworth Turbary,Lincolnshire,England
12976,Erbistock,Wrexham,Wales
12977,Erbusaig,Highland,Scotland
12978,Erchless Castle,Highland,Scotland
12979,Erdington,West Midlands,England
12980,Eredine,Argyll and Bute,Scotland
12981,Eridge Green,East Sussex,England
12982,Eriswell,Suffolk,England
12983,Erith,"Bexley, Greater London",England
12984,Erlestoke,Wiltshire,England
12985,Ermine,Lincolnshire,England
12986,Ermington,Devon,England
12987,Ernesettle,Devon,England
12988,Erpingham,Norfolk,England
12989,Erriottwood,Kent,England
12990,Errogie,Highland,Scotland
12991,Errol,Perth and Kinross,Scotland
12992,Erskine,Renfrewshire,Scotland
12993,Erwarton,Suffolk,England
12994,Erwood,Powys,Wales
12995,Eryholme,North Yorkshire,England
12996,Eryrys,Denbighshire,Wales
12997,Escomb,County Durham,England
12998,Escott,Somerset,England
12999,Escrick,North Yorkshire,England
13000,Esgairgeiliog,Powys,Wales
13001,Esgyryn,Conwy,Wales
13002,Esh,County Durham,England
13003,Esh Winning,County Durham,England
13004,Esher,Surrey,England
13005,Eshiels,Scottish Borders,Scotland
13006,Esholt,West Yorkshire,England
13007,Eshott,Northumberland,England
13008,Eshton,North Yorkshire,England
13009,Esk Valley,North Yorkshire,England
13010,Eskadale,Highland,Scotland
13011,Eskbank,Midlothian,Scotland
13012,Eskdale Green,Cumbria,England
13013,Eskdalemuir,Dumfries and Galloway,Scotland
13014,Eskham,Lincolnshire,England
13015,Eskholme,South Yorkshire,England
13016,Eskragh,Omagh,Northern Ireland
13017,Eslington Park,Northumberland,England
13018,Esperley Lane Ends,County Durham,England
13019,Esprick,Lancashire,England
13020,Essendine,Rutland,England
13021,Essendon,Hertfordshire,England
13022,Essington,Staffordshire,England
13023,Eston,North Yorkshire,England
13024,Estover,Devon,England
13025,Eswick,Shetland Islands,Scotland
13026,Etal,Northumberland,England
13027,Etchilhampton,Wiltshire,England
13028,Etchingham,East Sussex,England
13029,Etchinghill,Staffordshire,England
13030,Etchinghill,Kent,England
13031,Etchingwood,East Sussex,England
13032,Etherley Dene,County Durham,England
13033,Etling Green,Norfolk,England
13034,Etloe,Gloucestershire,England
13035,Eton,Berkshire,England
13036,Eton Wick,Berkshire,England
13037,Etruria,Staffordshire,England
13038,Etsell,Shropshire,England
13039,Etterby,Cumbria,England
13040,Etteridge,Highland,Scotland
13041,Ettersgill,County Durham,England
13042,Ettiley Heath,Cheshire,England
13043,Ettingshall,West Midlands,England
13044,Ettingshall Park,West Midlands,England
13045,Ettington,Warwickshire,England
13046,Etton,East Riding of Yorkshire,England
13047,Etton,Cambridgeshire,England
13048,Ettrick,Scottish Borders,Scotland
13049,Ettrickbridge,Scottish Borders,Scotland
13050,Etwall,Derbyshire,England
13051,Etwall Common,Derbyshire,England
13052,Eudon Burnell,Shropshire,England
13053,Eudon George,Shropshire,England
13054,Euston,Suffolk,England
13055,Euxton,Lancashire,England
13056,Evanstown,Bridgend,Wales
13057,Evanton/Baile-Eoghain,Highland,Scotland
13058,Eve Hill,West Midlands,England
13059,Evedon,Lincolnshire,England
13060,Evelix,Highland,Scotland
13061,Even Pits,Herefordshire,England
13062,Even Swindon,Wiltshire,England
13063,Evendine,Herefordshire,England
13064,Evenjobb/Einsiob,Powys,Wales
13065,Evenley,Northamptonshire,England
13066,Evenlode,Gloucestershire,England
13067,Evenwood,County Durham,England
13068,Evenwood Gate,County Durham,England
13069,Everbay,Orkney Islands,Scotland
13070,Evercreech,Somerset,England
13071,Everdon,Northamptonshire,England
13072,Everingham,East Riding of Yorkshire,England
13073,Everleigh,Wiltshire,England
13074,Eversholt,Bedfordshire,England
13075,Evershot,Dorset,England
13076,Eversley,Hampshire,England
13077,Eversley,Essex,England
13078,Eversley Centre,Hampshire,England
13079,Eversley Cross,Hampshire,England
13080,Everthorpe,East Riding of Yorkshire,England
13081,Everton,Merseyside,England
13082,Everton,Nottinghamshire,England
13083,Everton,Hampshire,England
13084,Everton,Bedfordshire,England
13085,Evertown,Dumfries and Galloway,Scotland
13086,Evesbatch,Herefordshire,England
13087,Evesham,Worcestershire,England
13088,Evington,Leicestershire,England
13089,Evington,Kent,England
13090,Ewanrigg,Cumbria,England
13091,Ewden Village,South Yorkshire,England
13092,Ewell,Surrey,England
13093,Ewell Minnis,Kent,England
13094,Ewelme,Oxfordshire,England
13095,Ewen,Gloucestershire,England
13096,Ewenny,The Vale of Glamorgan,Wales
13097,Ewerby,Lincolnshire,England
13098,Ewerby Thorpe,Lincolnshire,England
13099,Ewhurst,Surrey,England
13100,Ewhurst Green,Surrey,England
13101,Ewhurst Green,East Sussex,England
13102,Ewloe,Flintshire,Wales
13103,Ewloe Green,Flintshire,Wales
13104,Ewood,Lancashire,England
13105,Ewood Bridge,Lancashire,England
13106,Eworthy,Devon,England
13107,Ewshot,Hampshire,England
13108,Ewyas Harold,Herefordshire,England
13109,Exbourne,Devon,England
13110,Exbury,Hampshire,England
13111,Exceat,East Sussex,England
13112,Exebridge,Devon,England
13113,Exelby,North Yorkshire,England
13114,Exeter,Devon,England
13115,Exford,Somerset,England
13116,Exfords Green,Shropshire,England
13117,Exhall,Warwickshire,England
13118,Exhall,Warwickshire,England
13119,Exlade Street,Oxfordshire,England
13120,Exley,West Yorkshire,England
13121,Exley Head,West Yorkshire,England
13122,Exminster,Devon,England
13123,Exmouth,Devon,England
13124,Exnaboe,Shetland Islands,Scotland
13125,Exning,Suffolk,England
13126,Exted,Kent,England
13127,Exton,Rutland,England
13128,Exton,Somerset,England
13129,Exton,Hampshire,England
13130,Exton,Devon,England
13131,Exwick,Devon,England
13132,Eyam,Derbyshire,England
13133,Eydon,Northamptonshire,England
13134,Eye,Herefordshire,England
13135,Eye,Cambridgeshire,England
13136,Eye,Suffolk,England
13137,Eye Green,Cambridgeshire,England
13138,Eyemouth,Scottish Borders,Scotland
13139,Eyewell,Somerset,England
13140,Eyeworth,Bedfordshire,England
13141,Eyhorne Street,Kent,England
13142,Eyke,Suffolk,England
13143,Eynesbury,Cambridgeshire,England
13144,Eynort,Highland,Scotland
13145,Eynsford,Kent,England
13146,Eynsham,Oxfordshire,England
13147,Eype's Mouth,Dorset,England
13148,Eyre,Highland,Scotland
13149,Eyre / Eighre,Highland,Scotland
13150,Eyres Monsell,Leicestershire,England
13151,Eythorne,Kent,England
13152,Eyton,Wrexham,Wales
13153,Eyton,Shropshire,England
13154,Eyton,Shropshire,England
13155,Eyton,Herefordshire,England
13156,Eyton on Severn,Shropshire,England
13157,Eyton upon the Weald Moors,Shropshire,England
13158,Faberstown,Hampshire,England
13159,Faccombe,Hampshire,England
13160,Faceby,North Yorkshire,England
13161,Fachell,Gwynedd,Wales
13162,Fachwen,Gwynedd,Wales
13163,Facit,Lancashire,England
13164,Fackley,Nottinghamshire,England
13165,Faddiley,Cheshire,England
13166,Fadmoor,North Yorkshire,England
13167,Faerdre,Swansea,Wales
13168,Fagley,West Yorkshire,England
13169,Fagwyr,Swansea,Wales
13170,Faichem,Highland,Scotland
13171,Faifley,West Dunbartonshire,Scotland
13172,Failand,Somerset,England
13173,Failford,South Ayrshire,Scotland
13174,Failsworth,Greater Manchester,England
13175,Fair Cross,"Barking & Dagenham, Greater London",England
13176,Fair Green,Norfolk,England
13177,Fair Hill,Cumbria,England
13178,Fair Moor,Northumberland,England
13179,Fair Oak,Lancashire,England
13180,Fair Oak,Hampshire,England
13181,Fair Oak,Hampshire,England
13182,Fair Oak Green,Hampshire,England
13183,Fairbourne,Gwynedd,Wales
13184,Fairbourne Heath,Kent,England
13185,Fairburn,North Yorkshire,England
13186,Fairfield,Fermanagh,Northern Ireland
13187,Fairfield,Clackmannanshire,Scotland
13188,Fairfield,County Durham,England
13189,Fairfield,Greater Manchester,England
13190,Fairfield,Merseyside,England
13191,Fairfield,Greater Manchester,England
13192,Fairfield,Derbyshire,England
13193,Fairfield,Worcestershire,England
13194,Fairfield,Worcestershire,England
13195,Fairfield,Worcestershire,England
13196,Fairfield,Kent,England
13197,Fairfield Park,Somerset,England
13198,Fairfields,Gloucestershire,England
13199,Fairford,Gloucestershire,England
13200,Fairhill,South Lanarkshire,Scotland
13201,Fairlands,Surrey,England
13202,Fairlee,Isle of Wight,England
13203,Fairlie,North Ayrshire,Scotland
13204,Fairlight,East Sussex,England
13205,Fairlight Cove,East Sussex,England
13206,Fairlop,"Redbridge, Greater London",England
13207,Fairmile,Devon,England
13208,Fairmile,Dorset,England
13209,Fairmile,Surrey,England
13210,Fairmilehead,City of Edinburgh,Scotland
13211,Fairoak,Staffordshire,England
13212,Fairoak,Caerphilly,Wales
13213,Fairseat,Kent,England
13214,Fairstead,Norfolk,England
13215,Fairstead,Essex,England
13216,Fairview,Gloucestershire,England
13217,Fairwarp,East Sussex,England
13218,Fairwater,Cardiff,Wales
13219,Fairwater,Torfaen,Wales
13220,Fairwood,Wiltshire,England
13221,Fairy Cross,Devon,England
13222,Fairy Hill,Omagh,Northern Ireland
13223,Fakenham,Norfolk,England
13224,Fakenham Magna,Suffolk,England
13225,Fala,Midlothian,Scotland
13226,Falahill,Scottish Borders,Scotland
13227,Falcon,Herefordshire,England
13228,Falcon Lodge,West Midlands,England
13229,Falconwood,"Bexley, Greater London",England
13230,Falcutt,Northamptonshire,England
13231,Faldingworth,Lincolnshire,England
13232,Faldonside,Scottish Borders,Scotland
13233,Falfield,Gloucestershire,England
13234,Falkenham,Suffolk,England
13235,Falkenham Sink,Suffolk,England
13236,Falkirk,Falkirk,Scotland
13237,Falkland,Fife,Scotland
13238,Fallgate,Derbyshire,England
13239,Fallin,Stirling,Scotland
13240,Fallinge,Derbyshire,England
13241,Fallings Heath,West Midlands,England
13242,Fallowfield,Greater Manchester,England
13243,Fallside,North Lanarkshire,Scotland
13244,Falmer,East Sussex,England
13245,Falmouth,Cornwall,England
13246,Falnash,Scottish Borders,Scotland
13247,Falsgrave,North Yorkshire,England
13248,Falside,West Lothian,Scotland
13249,Falstone,Northumberland,England
13250,Fanagmore,Highland,Scotland
13251,Fancott,Bedfordshire,England
13252,Fanellan,Highland,Scotland
13253,Fangdale Beck,North Yorkshire,England
13254,Fangfoss,East Riding of Yorkshire,England
13255,Fankerton,Falkirk,Scotland
13256,Fanmore,Argyll and Bute,Scotland
13257,Fanner's Green,Essex,England
13258,Fans,Scottish Borders,Scotland
13259,Fanshawe,Cheshire,England
13260,Fant,Kent,England
13261,Far Arnside,Cumbria,England
13262,Far Bank,South Yorkshire,England
13263,Far Banks,Lancashire,England
13264,Far Coton,Leicestershire,England
13265,Far Cotton,Northamptonshire,England
13266,Far End,Cumbria,England
13267,Far Forest,Worcestershire,England
13268,Far Green,Gloucestershire,England
13269,Far Hoarcross,Staffordshire,England
13270,Far Laund,Derbyshire,England
13271,Far Ley,Staffordshire,England
13272,Far Moor,Greater Manchester,England
13273,Far Oakridge,Gloucestershire,England
13274,Far Royds,West Yorkshire,England
13275,Far Sawrey,Cumbria,England
13276,Far Thrupp,Gloucestershire,England
13277,Farcet,Cambridgeshire,England
13278,Farden,Shropshire,England
13279,Fareham,Hampshire,England
13280,Farewell,Staffordshire,England
13281,Farforth,Lincolnshire,England
13282,Farhill,Derbyshire,England
13283,Faringdon,Oxfordshire,England
13284,Farington,Lancashire,England
13285,Farington,Lancashire,England
13286,Farington Moss,Lancashire,England
13287,Farlam,Cumbria,England
13288,Farlands Booth,Derbyshire,England
13289,Farleigh,Somerset,England
13290,Farleigh,Surrey,England
13291,Farleigh Court,Surrey,England
13292,Farleigh Green,Kent,England
13293,Farleigh Hungerford,Somerset,England
13294,Farleigh Wallop,Hampshire,England
13295,Farleigh Wick,Wiltshire,England
13296,Farlesthorpe,Lincolnshire,England
13297,Farleton,Cumbria,England
13298,Farleton,Lancashire,England
13299,Farley,Shropshire,England
13300,Farley,Shropshire,England
13301,Farley,Staffordshire,England
13302,Farley,Derbyshire,England
13303,Farley,Wiltshire,England
13304,Farley Green,Suffolk,England
13305,Farley Green,Surrey,England
13306,Farley Hill,Berkshire,England
13307,Farley Hill,Bedfordshire,England
13308,Farleys End,Gloucestershire,England
13309,Farlington,North Yorkshire,England
13310,Farlington,Hampshire,England
13311,Farlow,Shropshire,England
13312,Farm Town,Leicestershire,England
13313,Farmborough,Somerset,England
13314,Farmbridge End,Essex,England
13315,Farmcote,Shropshire,England
13316,Farmcote,Gloucestershire,England
13317,Farmington,Gloucestershire,England
13318,Farmoor,Oxfordshire,England
13319,Farms Common,Cornwall,England
13320,Farmtown,Moray,Scotland
13321,Farnah Green,Derbyshire,England
13322,Farnborough,Warwickshire,England
13323,Farnborough,Berkshire,England
13324,Farnborough,Hampshire,England
13325,Farnborough,"Bromley, Greater London",England
13326,Farnborough Green,Hampshire,England
13327,Farnborough Park,Hampshire,England
13328,Farnborough Street,Hampshire,England
13329,Farncombe,Surrey,England
13330,Farndish,Bedfordshire,England
13331,Farndon,Cheshire,England
13332,Farndon,Nottinghamshire,England
13333,Farnell,Angus,Scotland
13334,Farnham,North Yorkshire,England
13335,Farnham,Dorset,England
13336,Farnham,Surrey,England
13337,Farnham,Essex,England
13338,Farnham,Suffolk,England
13339,Farnham Common,Buckinghamshire,England
13340,Farnham Green,Essex,England
13341,Farnham Park,Buckinghamshire,England
13342,Farnham Royal,Buckinghamshire,England
13343,Farnhill,North Yorkshire,England
13344,Farningham,Kent,England
13345,Farnley,North Yorkshire,England
13346,Farnley,West Yorkshire,England
13347,Farnley Bank,West Yorkshire,England
13348,Farnley Tyas,West Yorkshire,England
13349,Farnsfield,Nottinghamshire,England
13350,Farnworth,Greater Manchester,England
13351,Farnworth,Cheshire,England
13352,Farr,Highland,Scotland
13353,Farraline,Highland,Scotland
13354,Farringdon,Tyne and Wear,England
13355,Farringdon,Devon,England
13356,Farrington,Dorset,England
13357,Farrington Gurney,Somerset,England
13358,Farsley,West Yorkshire,England
13359,Farsley Beck Bottom,West Yorkshire,England
13360,Farther Howegreen,Essex,England
13361,Farthing Corner,Kent,England
13362,Farthing Green,Kent,England
13363,Farthinghoe,Northamptonshire,England
13364,Farthingloe,Kent,England
13365,Farthingstone,Northamptonshire,England
13366,Fartown,West Yorkshire,England
13367,Farway,Devon,England
13368,Farway Marsh,Devon,England
13369,Fasach,Highland,Scotland
13370,Fasag,Highland,Scotland
13371,Faskally,Perth and Kinross,Scotland
13372,Faslane Port,Argyll and Bute,Scotland
13373,Fasnacloich,Argyll and Bute,Scotland
13374,Fassfern/An Fasadh Fearna,Highland,Scotland
13375,Fatfield,Tyne and Wear,England
13376,Faucheldean,West Lothian,Scotland
13377,Faugh,Cumbria,England
13378,Faughill,Scottish Borders,Scotland
13379,Fauld,Staffordshire,England
13380,Fauldhouse,West Lothian,Scotland
13381,Fauldshope,Scottish Borders,Scotland
13382,Faulkbourne,Essex,England
13383,Faulkland,Somerset,England
13384,Fauls,Shropshire,England
13385,Faverdale,County Durham,England
13386,Faversham,Kent,England
13387,Fawdington,North Yorkshire,England
13388,Fawdon,Northumberland,England
13389,Fawdon,Tyne and Wear,England
13390,Fawfieldhead,Staffordshire,England
13391,Fawkham Green,Kent,England
13392,Fawler,Oxfordshire,England
13393,Fawler,Oxfordshire,England
13394,Fawley,Berkshire,England
13395,Fawley,Hampshire,England
13396,Fawley,Buckinghamshire,England
13397,Fawley Bottom,Buckinghamshire,England
13398,Fawley Chapel,Herefordshire,England
13399,Fawney,Strabane,Northern Ireland
13400,Fawsley,Northamptonshire,England
13401,Faxfleet,East Riding of Yorkshire,England
13402,Faygate,West Sussex,England
13403,Fazakerley,Merseyside,England
13404,Fazeley,Staffordshire,England
13405,Feagour,Highland,Scotland
13406,Fearby,North Yorkshire,England
13407,Fearn,Highland,Scotland
13408,Fearnan,Perth and Kinross,Scotland
13409,Fearnbeg,Highland,Scotland
13410,Fearnhead,Cheshire,England
13411,Fearnmore,Highland,Scotland
13412,Fearnville,West Yorkshire,England
13413,Featherstone,West Yorkshire,England
13414,Featherstone,Staffordshire,England
13415,Feckenham,Worcestershire,England
13416,Fedw Fawr,Isle of Anglesey,Wales
13417,Feeny,Limavady,Northern Ireland
13418,Feering,Essex,England
13419,Feetham,North Yorkshire,England
13420,Fegg Hayes,Staffordshire,England
13421,Feizor,North Yorkshire,England
13422,Felbridge,Surrey,England
13423,Felbrigg,Norfolk,England
13424,Felcourt,Surrey,England
13425,Felderland,Kent,England
13426,Feldy,Cheshire,England
13427,Felhampton,Shropshire,England
13428,Felin Newydd,Powys,Wales
13429,Felin Newydd,Carmarthenshire,Wales
13430,Felin Puleston,Wrexham,Wales
13431,Felin-Crai,Powys,Wales
13432,Felin-newydd,Powys,Wales
13433,Felin-Wnda,Ceredigion,Wales
13434,Felindre,Powys,Wales
13435,Felindre,Carmarthenshire,Wales
13436,Felindre,Carmarthenshire,Wales
13437,Felindre,Carmarthenshire,Wales
13438,Felindre,Swansea,Wales
13439,Felindre,Carmarthenshire,Wales
